orf,bytes,used_in_paper
YGL091C,1008988,FALSE
YGL092W,4100627,FALSE
YGL093W,2795426,FALSE
YGL094C,3395960,FALSE
YGL095C,1771283,FALSE
YGL096W,855316,FALSE
YGL097W,1476071,FALSE
YGL098W,757249,FALSE
YGL099W,1957307,FALSE
YGL100W,1072682,FALSE
YGL101W,666259,FALSE
YGL102C,445861,FALSE
YGL103W,990790,FALSE
YGL104C,1490225,FALSE
YGL105W,1154573,FALSE
YGL106W,466081,FALSE
YGL107C,1973483,FALSE
YGL108C,438784,FALSE
YGL109W,340717,FALSE
YGL110C,1908779,FALSE
YGL111W,1418444,FALSE
YGL112C,1579193,FALSE
YGL113W,2040209,TRUE
YGL114W,2251508,FALSE
YGL115W,990790,FALSE
YGL116W,1868339,FALSE
YGL117W,818920,FALSE
YGL118C,568192,FALSE
YGL119W,1545830,FALSE
YGL120C,2340476,FALSE
YGL121C,396322,FALSE
YGL122C,1741964,FALSE
YGL123W,784546,FALSE
YGL124C,1968428,FALSE
YGL125W,1833965,FALSE
YGL126W,1172771,FALSE
YGL127C,399355,FALSE
YGL128C,875536,FALSE
YGL129C,1379015,FALSE
YGL130W,1406312,FALSE
YGL131C,4277552,FALSE
YGL132W,351838,FALSE
YGL133W,3897416,FALSE
YGL134W,1328465,FALSE
YGL135W,672325,FALSE
YGL136C,984724,FALSE
YGL137W,2917757,FALSE
YGL138C,1072682,TRUE
YGL139W,2446631,FALSE
YGL140C,3714425,FALSE
YGL141W,2792393,FALSE
YGL142C,1906757,FALSE
YGL143C,1266794,FALSE
YGL144C,2091770,FALSE
YGL145W,2140298,FALSE
YGL146C,959449,FALSE
YGL147C,593467,FALSE
YGL148W,1154573,FALSE
YGL149W,332629,FALSE
YGL150C,5104550,TRUE
YGL151W,3447521,FALSE
YGL152C,705688,FALSE
YGL153W,1071671,FALSE
YGL154C,839140,FALSE
YGL155W,1154573,FALSE
YGL156W,3299915,FALSE
YGL157W,1067627,FALSE
YGL158W,1601435,FALSE
YGL159W,1136375,FALSE
YGL160W,1803635,FALSE
YGL161C,954394,FALSE
YGL162W,940240,FALSE
YGL163C,2795426,FALSE
YGL164C,1409345,FALSE
YGL165C,596500,FALSE
YGL166W,696589,FALSE
YGL167C,2897537,FALSE
YGL168W,348805,FALSE
YGL169W,1306223,FALSE
YGL170C,1266794,FALSE
YGL171W,1724777,FALSE
YGL172W,1451807,FALSE
YGL173C,4690040,FALSE
YGL174W,820942,FALSE
YGL175C,1060550,FALSE
YGL176C,1696469,FALSE
YGL177W,396322,FALSE
YGL178W,3421235,FALSE
YGL179C,1712645,FALSE
YGL180W,2762063,FALSE
YGL181W,1901702,FALSE
YGL182C,342739,FALSE
YGL183C,763315,FALSE
YGL184C,1424510,FALSE
YGL185C,1186925,FALSE
YGL186C,1796558,FALSE
YGL187C,874525,FALSE
YGL188C,187045,FALSE
YGL189C,763315,FALSE
YGL190C,1640864,FALSE
YGL191W,405421,FALSE
YGL192W,1833965,FALSE
YGL193C,326563,FALSE
YGL194C,1385081,FALSE
YGL195W,8184056,TRUE
YGL196W,1313300,FALSE
YGL197W,4577819,TRUE
YGL198W,726919,FALSE
YGL199C,489334,FALSE
YGL200C,629863,FALSE
YGL201C,3107825,FALSE
YGL202W,1530665,FALSE
YGL203C,2443598,FALSE
YGL204C,354871,FALSE
YGL205W,2282849,FALSE
YGL206C,5060066,FALSE
YGL207W,3153320,FALSE
YGL208W,1273871,FALSE
YGL209W,1172771,TRUE
YGL210W,687490,FALSE
YGL211W,1103012,TRUE
YGL212W,973603,FALSE
YGL213C,1218266,FALSE
YGL214W,502477,FALSE
YGL215W,1385081,FALSE
YGL216W,2513357,FALSE
YGL217C,387223,FALSE
YGL218W,671314,FALSE
YGL219C,1409345,FALSE
YGL220W,378124,FALSE
YGL221C,887668,FALSE
YGL222C,545950,FALSE
YGL223C,1281959,FALSE
YGL224C,863404,FALSE
YGL225W,1036286,FALSE
YGL226W,387223,FALSE
YGL227W,3047165,FALSE
YGL228W,1852163,FALSE
YGL229C,2553797,FALSE
YGL230C,473158,FALSE
YGL231C,590434,FALSE
YGL232W,949339,FALSE
YGL233W,2774195,FALSE
YGL234W,2446631,FALSE
YGL235W,556060,FALSE
YGL236C,2043242,FALSE
YGL237C,907888,FALSE
YGL238W,2925845,FALSE
YGL239C,330607,FALSE
YGL240W,772414,FALSE
YGL241W,3059297,FALSE
YGL242C,563137,FALSE
YGL243W,1278926,FALSE
YGL244W,1721744,FALSE
YGL245W,2161529,FALSE
YGL246C,1187936,FALSE
YGL247W,619753,FALSE
YGL248W,1133342,FALSE
YGL249W,2151419,FALSE
YGL250W,766348,FALSE
YGL251C,3773063,FALSE
YGL252C,1797569,FALSE
YGL253W,1488203,FALSE
YGL254W,925075,FALSE
YGL255W,1180859,FALSE
YGL256W,1173782,FALSE
YGL257C,1707590,FALSE
YGL258W,638962,FALSE
YGL259W,526741,FALSE
YGL260W,255793,FALSE
YGL261C,391267,FALSE
YGL262W,579313,FALSE
YGL263W,1292069,FALSE
YGR001C,949339,FALSE
YGR002C,1457873,FALSE
YGR003W,2335421,FALSE
YGR004W,1415411,FALSE
YGR005C,1236464,FALSE
YGR006W,775447,FALSE
YGR007W,994834,FALSE
YGR008C,268936,FALSE
YGR009C,2012912,FALSE
YGR010W,1262750,FALSE
YGR011W,341728,FALSE
YGR012W,1206134,FALSE
YGR013W,1901702,FALSE
YGR014W,4473686,FALSE
YGR015C,1015054,FALSE
YGR016W,591445,FALSE
YGR017W,917998,FALSE
YGR018C,344761,FALSE
YGR019W,1442708,FALSE
YGR020C,372058,FALSE
YGR021W,893734,FALSE
YGR022C,344761,FALSE
YGR023W,3278684,FALSE
YGR024C,732985,FALSE
YGR025W,326563,FALSE
YGR026W,857338,FALSE
YGR027C,674347,FALSE
YGR028W,1112111,FALSE
YGR029W,688501,FALSE
YGR030C,494389,FALSE
YGR031W,1051451,FALSE
YGR032W,5786975,FALSE
YGR033C,739051,FALSE
YGR034W,912943,FALSE
YGR035C,376102,FALSE
YGR036C,740062,TRUE
YGR037C,278035,FALSE
YGR038W,705688,FALSE
YGR039W,327574,FALSE
YGR040W,1130309,FALSE
YGR041W,1674227,FALSE
YGR042W,856327,FALSE
YGR043C,1024154,FALSE
YGR044C,960460,FALSE
YGR045C,384190,FALSE
YGR046W,1182881,FALSE
YGR047C,3122990,FALSE
YGR048W,1109078,FALSE
YGR049W,581335,FALSE
YGR050C,388234,FALSE
YGR051C,351838,FALSE
YGR052W,1144463,FALSE
YGR053C,872503,FALSE
YGR054W,1961351,TRUE
YGR055W,1756118,FALSE
YGR056W,2828789,FALSE
YGR057C,748150,FALSE
YGR058W,1030220,FALSE
YGR059W,1569083,FALSE
YGR060W,951361,FALSE
YGR061C,4186562,FALSE
YGR062C,972592,FALSE
YGR063C,323530,FALSE
YGR064W,384190,FALSE
YGR065C,1812734,FALSE
YGR066C,909910,FALSE
YGR067C,2491115,FALSE
YGR068C,1797569,FALSE
YGR069W,375091,FALSE
YGR070W,3524357,FALSE
YGR071C,2631644,FALSE
YGR072W,1187936,FALSE
YGR073C,388234,FALSE
YGR074W,456982,FALSE
YGR075C,748150,FALSE
YGR076C,491356,FALSE
YGR077C,1806668,FALSE
YGR078C,617731,FALSE
YGR079W,1182881,FALSE
YGR080W,1021120,FALSE
YGR081C,651094,FALSE
YGR082W,569203,FALSE
YGR083C,1990670,FALSE
YGR084C,1042352,FALSE
YGR085C,541906,FALSE
YGR086C,1150529,FALSE
YGR087C,1741964,FALSE
YGR088W,1718711,FALSE
YGR089W,2864174,FALSE
YGR090W,3766997,FALSE
YGR091W,1523588,FALSE
YGR092W,1769261,FALSE
YGR093W,1551896,FALSE
YGR094W,3370685,FALSE
YGR095C,699622,FALSE
YGR096W,967537,FALSE
YGR097W,3517280,FALSE
YGR098C,4958966,FALSE
YGR099W,2104913,FALSE
YGR100W,2895515,FALSE
YGR101W,1063583,TRUE
YGR102C,569203,FALSE
YGR103W,1937087,FALSE
YGR104C,945295,FALSE
YGR105W,247705,FALSE
YGR106C,818920,FALSE
YGR107W,476191,FALSE
YGR108W,1442708,FALSE
YGR109C,1166705,FALSE
YGR110W,1365872,FALSE
YGR111W,1239497,FALSE
YGR112W,1212200,FALSE
YGR113W,1054484,FALSE
YGR114C,427663,FALSE
YGR115C,821953,FALSE
YGR116W,4434257,FALSE
YGR117C,1474049,FALSE
YGR118W,785557,FALSE
YGR119C,1680293,FALSE
YGR120C,820942,FALSE
YGR121C,1557962,FALSE
YGR122W,1233431,FALSE
YGR123C,1570094,FALSE
YGR124W,1774316,FALSE
YGR125W,3157364,FALSE
YGR126W,711754,FALSE
YGR127W,989779,FALSE
YGR128C,2176694,FALSE
YGR129W,679402,FALSE
YGR130C,3241277,FALSE
YGR131W,621775,FALSE
YGR132C,884635,FALSE
YGR133W,569203,FALSE
YGR134W,3426290,FALSE
YGR135W,796678,FALSE
YGR136W,745117,FALSE
YGR137W,391267,FALSE
YGR138C,1930010,FALSE
YGR139W,378124,FALSE
YGR140W,2985494,FALSE
YGR141W,1430576,FALSE
YGR142W,1261739,FALSE
YGR143W,2379905,FALSE
YGR144W,1002922,FALSE
YGR145W,2158496,FALSE
YGR146C,654127,FALSE
YGR147C,887668,FALSE
YGR148C,892723,TRUE
YGR149W,1326443,TRUE
YGR150C,2634677,FALSE
YGR151C,350827,FALSE
YGR152C,839140,FALSE
YGR153W,721864,FALSE
YGR154C,1095935,FALSE
YGR155W,1551896,FALSE
YGR156W,1309256,FALSE
YGR157W,2656919,FALSE
YGR158C,772414,FALSE
YGR159C,1889570,FALSE
YGR160W,1214222,FALSE
YGR161C,811843,FALSE
YGR162W,3035033,FALSE
YGR163W,1048418,TRUE
YGR164W,500455,FALSE
YGR165W,1061561,FALSE
YGR166W,1742975,FALSE
YGR167W,726919,FALSE
YGR168C,1157606,FALSE
YGR169C,1239497,FALSE
YGR170W,3494027,FALSE
YGR171C,1758140,FALSE
YGR172C,767359,FALSE
YGR173W,1187936,FALSE
YGR174C,529774,TRUE
YGR175C,1518533,FALSE
YGR176W,363970,FALSE
YGR177C,1666139,FALSE
YGR178C,2203991,FALSE
YGR179C,1247585,FALSE
YGR180C,1060550,FALSE
YGR181W,332629,FALSE
YGR182C,384190,FALSE
YGR183C,512587,FALSE
YGR184C,5929526,FALSE
YGR185C,1209167,FALSE
YGR186W,2294981,FALSE
YGR187C,1242530,FALSE
YGR188C,3159386,FALSE
YGR189C,1987637,FALSE
YGR190C,382168,FALSE
YGR191W,1843064,FALSE
YGR192C,1021120,FALSE
YGR193C,1314311,FALSE
YGR194C,1856207,FALSE
YGR195W,789601,FALSE
YGR196C,2599292,FALSE
YGR197C,1713656,FALSE
YGR198W,2493137,FALSE
YGR199W,2343509,FALSE
YGR200C,2405180,FALSE
YGR201C,697600,FALSE
YGR202C,1309256,FALSE
YGR203W,463048,FALSE
YGR204W,2885405,FALSE
YGR205W,893734,FALSE
YGR206W,320497,FALSE
YGR207C,805777,FALSE
YGR208W,951361,FALSE
YGR209C,329596,FALSE
YGR210C,1271849,FALSE
YGR211W,1488203,FALSE
YGR212W,1437653,FALSE
YGR213C,981691,FALSE
YGR214W,1262750,TRUE
YGR215W,348805,FALSE
YGR216C,1877438,FALSE
YGR217W,6228782,FALSE
YGR218W,3303959,FALSE
YGR219W,356893,FALSE
YGR220C,830041,FALSE
YGR221C,1900691,FALSE
YGR222W,902833,FALSE
YGR223C,1437653,FALSE
YGR224W,1875416,FALSE
YGR225W,1906757,FALSE
YGR226C,223441,FALSE
YGR227W,1679282,FALSE
YGR228W,378124,FALSE
YGR229C,1564028,FALSE
YGR230W,431707,FALSE
YGR231C,954394,FALSE
YGR232W,708721,FALSE
YGR233C,3710381,FALSE
YGR234W,1224332,FALSE
YGR235C,720853,FALSE
YGR236C,302299,FALSE
YGR237C,2405180,FALSE
YGR238C,2707469,FALSE
YGR239C,887668,FALSE
YGR240C,3007736,FALSE
YGR241C,1746008,TRUE
YGR242W,323530,FALSE
YGR243W,456982,FALSE
YGR244C,1309256,FALSE
YGR245C,2378894,FALSE
YGR246C,1834976,FALSE
YGR247W,739051,FALSE
YGR248W,788590,FALSE
YGR249W,1459895,FALSE
YGR250C,2449664,FALSE
YGR251W,610654,FALSE
YGR252W,1345652,FALSE
YGR253C,802744,FALSE
YGR254W,1339586,FALSE
YGR255C,1466972,FALSE
YGR256W,1506401,FALSE
YGR257C,1124243,FALSE
YGR258C,3141188,FALSE
YGR259C,456982,FALSE
YGR260W,1633787,FALSE
YGR261C,2498192,FALSE
YGR262C,805777,FALSE
YGR263C,1300157,FALSE
YGR264C,2291948,FALSE
YGR265W,436762,FALSE
YGR266W,2140298,FALSE
YGR267C,751183,FALSE
YGR268C,614698,FALSE
YGR269W,405421,FALSE
YGR270W,4204760,FALSE
YGR271W,5990186,FALSE
YGR273C,547972,FALSE
YGR274C,3271607,FALSE
YGR275W,490345,FALSE
YGR276C,1691414,FALSE
YGR277C,939229,FALSE
YGR278W,1849130,FALSE
YGR279C,1206134,FALSE
YGR280C,866437,FALSE
YGR281W,4493906,FALSE
YGR282C,963493,FALSE
YGR283C,1050440,FALSE
YGR284C,954394,FALSE
YGR285C,1327454,FALSE
YGR286C,1151540,FALSE
YGR287C,2026055,FALSE
YGR288W,1480115,FALSE
YGR289C,1891592,FALSE
YGR290W,462037,FALSE
YGR291C,239617,FALSE
YGR292W,1785437,FALSE
YGR293C,491356,FALSE
YGR294W,378124,FALSE
YGR295C,1212200,FALSE
YGR296W,5802140,FALSE
YHL001W,855316,FALSE
YHL002W,1399235,FALSE
YHL003C,1261739,FALSE
YHL004W,1213211,FALSE
YHL005C,420586,FALSE
YHL006C,469114,FALSE
YHL007C,2877317,FALSE
YHL008C,2087726,FALSE
YHL009C,1019098,FALSE
YHL010C,1853174,FALSE
YHL011C,985735,FALSE
YHL012W,1520555,FALSE
YHL013C,945295,FALSE
YHL014C,1242530,FALSE
YHL015W,387223,FALSE
YHL016C,2246453,FALSE
YHL017W,1628732,FALSE
YHL018W,379135,FALSE
YHL019C,1893614,TRUE
YHL020C,1460906,FALSE
YHL021C,1426532,FALSE
YHL022C,1222310,FALSE
YHL023C,3590072,FALSE
YHL024W,2358674,FALSE
YHL025W,1049429,FALSE
YHL026C,1009999,FALSE
YHL027W,2142320,FALSE
YHL028W,2203991,FALSE
YHL029C,2073572,FALSE
YHL030W,5682842,FALSE
YHL031C,690523,FALSE
YHL032C,2164562,FALSE
YHL033C,790612,FALSE
YHL034C,972592,FALSE
YHL035C,4885163,FALSE
YHL036W,1685348,FALSE
YHL037C,452938,FALSE
YHL038C,1924955,FALSE
YHL039W,1790492,FALSE
YHL040C,1954274,FALSE
YHL041W,480235,FALSE
YHL042W,495400,FALSE
YHL043W,538873,FALSE
YHL044W,729952,FALSE
YHL045W,380146,FALSE
YHL046C,378124,FALSE
YHL047C,1906757,FALSE
YHL048W,1338575,FALSE
YHL049C,837118,FALSE
YHL050C,3079517,FALSE
YHR001W,1340597,FALSE
YHR002W,1098968,FALSE
YHR003C,1342619,FALSE
YHR004C,1367894,FALSE
YHR005C,1445741,FALSE
YHR006W,1656029,FALSE
YHR007C,1621655,FALSE
YHR008C,720853,FALSE
YHR009C,1601435,FALSE
YHR010W,1065605,FALSE
YHR011W,1369916,FALSE
YHR012W,990790,FALSE
YHR013C,736018,FALSE
YHR014W,897778,FALSE
YHR015W,2073572,FALSE
YHR016C,1705568,FALSE
YHR017W,1181870,FALSE
YHR018C,1418444,FALSE
YHR019C,1694447,FALSE
YHR020W,2196914,FALSE
YHR021C,847228,FALSE
YHR022C,793645,FALSE
YHR023W,5861789,FALSE
YHR024C,1476071,FALSE
YHR025W,1096946,FALSE
YHR026W,660193,FALSE
YHR027C,3041099,FALSE
YHR028C,2496170,FALSE
YHR029C,906877,FALSE
YHR030C,1684337,FALSE
YHR031C,2208035,FALSE
YHR032W,1777349,FALSE
YHR033W,1348685,FALSE
YHR034C,1128287,FALSE
YHR035W,1952252,FALSE
YHR036W,1442708,FALSE
YHR037W,1760162,FALSE
YHR038W,712765,FALSE
YHR039C,1967417,FALSE
YHR040W,1198046,FALSE
YHR041C,759271,FALSE
YHR042W,2109968,FALSE
YHR043C,770392,FALSE
YHR044C,765337,FALSE
YHR045W,1712645,FALSE
YHR046C,908899,FALSE
YHR047C,2612435,FALSE
YHR048W,1575149,FALSE
YHR049W,751183,FALSE
YHR050W,1732865,FALSE
YHR051W,463048,FALSE
YHR052W,1156595,FALSE
YHR053C,199177,FALSE
YHR054C,1088858,FALSE
YHR055C,199177,FALSE
YHR056C,2692304,FALSE
YHR057C,635929,FALSE
YHR058C,908899,FALSE
YHR059W,408454,FALSE
YHR060W,563137,FALSE
YHR061C,985735,FALSE
YHR062C,939229,FALSE
YHR063C,1164683,FALSE
YHR064C,1645919,FALSE
YHR065C,1533698,FALSE
YHR066W,1415411,FALSE
YHR067W,882613,FALSE
YHR068W,1188947,FALSE
YHR069C,1103012,FALSE
YHR070W,1533698,FALSE
YHR071W,708721,FALSE
YHR072W,2231288,FALSE
YHR073W,3078506,FALSE
YHR074W,2179727,FALSE
YHR075C,1249607,FALSE
YHR076W,1151540,FALSE
YHR077C,3665897,FALSE
YHR078W,1717700,FALSE
YHR079C,3398993,TRUE
YHR080C,4156232,FALSE
YHR081W,572236,FALSE
YHR082C,3156353,FALSE
YHR083W,1012021,FALSE
YHR084W,2102891,FALSE
YHR085W,1027187,FALSE
YHR086W,1606490,FALSE
YHR087W,350827,FALSE
YHR088W,908899,FALSE
YHR089C,702655,FALSE
YHR090C,870481,FALSE
YHR091C,1964384,FALSE
YHR092C,1773305,FALSE
YHR093W,654127,FALSE
YHR094C,1743986,FALSE
YHR095W,576280,FALSE
YHR096C,1811723,FALSE
YHR097C,1271849,FALSE
YHR098C,2837888,FALSE
YHR099W,11427345,FALSE
YHR100C,586390,FALSE
YHR101C,1121210,FALSE
YHR102W,3348443,TRUE
YHR103W,2613446,FALSE
YHR104W,1005955,FALSE
YHR105W,663226,FALSE
YHR106W,1055495,FALSE
YHR107C,1345652,FALSE
YHR108W,1788470,FALSE
YHR109W,1790492,FALSE
YHR110W,657160,FALSE
YHR111W,1348685,FALSE
YHR112C,1160639,FALSE
YHR113W,1500335,FALSE
YHR114W,1940120,FALSE
YHR115C,1351718,FALSE
YHR116W,475180,FALSE
YHR117W,1961351,FALSE
YHR118C,1345652,FALSE
YHR119W,3289805,FALSE
YHR120W,2923823,FALSE
YHR121W,581335,FALSE
YHR122W,714787,FALSE
YHR123W,1293080,FALSE
YHR124W,1924955,FALSE
YHR125W,331618,FALSE
YHR126C,496411,FALSE
YHR127W,840151,FALSE
YHR128W,669292,FALSE
YHR129C,1178837,FALSE
YHR130C,353860,FALSE
YHR131C,2727689,FALSE
YHR132C,1318355,FALSE
YHR133C,896767,FALSE
YHR134W,830041,FALSE
YHR135C,1794536,FALSE
YHR136C,469114,FALSE
YHR137W,1571105,FALSE
YHR138C,359926,FALSE
YHR139C,1002922,FALSE
YHR140W,739051,FALSE
YHR141C,795667,FALSE
YHR142W,972592,FALSE
YHR143W,1154573,FALSE
YHR144C,960460,FALSE
YHR145C,737029,FALSE
YHR146W,1424510,FALSE
YHR147C,663226,FALSE
YHR148W,569203,FALSE
YHR149C,2264651,FALSE
YHR150W,1770272,FALSE
YHR151C,1609523,FALSE
YHR152W,544939,FALSE
YHR153C,615709,FALSE
YHR154W,3290816,FALSE
YHR155W,3774074,FALSE
YHR156C,1045385,FALSE
YHR157W,566170,FALSE
YHR158C,3574907,FALSE
YHR159W,1562006,FALSE
YHR160C,874525,FALSE
YHR161C,2029088,FALSE
YHR162W,405421,FALSE
YHR163W,769381,FALSE
YHR164C,4638479,FALSE
YHR165C,7421762,FALSE
YHR166C,1912823,FALSE
YHR167W,805777,FALSE
YHR168W,1585259,FALSE
YHR169W,1335542,FALSE
YHR170W,1585259,FALSE
YHR171W,1936076,FALSE
YHR172W,2525489,FALSE
YHR173C,357904,FALSE
YHR174W,1341608,FALSE
YHR175W,588412,FALSE
YHR176W,1336553,FALSE
YHR177W,1491236,FALSE
YHR178W,2267684,FALSE
YHR179W,1235453,FALSE
YHR180W,510565,FALSE
YHR181W,705688,FALSE
YHR182W,2470895,FALSE
YHR183W,1497302,FALSE
YHR184W,1760162,FALSE
YHR185C,732985,FALSE
YHR186C,4788107,FALSE
YHR187W,951361,FALSE
YHR188C,1865306,FALSE
YHR189W,590434,FALSE
YHR190W,1360817,FALSE
YHR191C,417553,FALSE
YHR192W,857338,FALSE
YHR193C,541906,FALSE
YHR194W,1770272,FALSE
YHR195W,987757,FALSE
YHR196W,1761173,FALSE
YHR197W,2340476,FALSE
YHR198C,987757,FALSE
YHR199C,954394,FALSE
YHR200W,857338,FALSE
YHR201C,1218266,FALSE
YHR202W,1843064,FALSE
YHR203C,1081781,FALSE
YHR204W,2430455,FALSE
YHR205W,2564918,TRUE
YHR206W,1949219,TRUE
YHR207C,1610534,FALSE
YHR208W,1206134,FALSE
YHR209W,980680,FALSE
YHR210C,1058528,FALSE
YHR211W,6866723,FALSE
YHR212C,350827,FALSE
YHR213W,614698,FALSE
YHR214W,629863,FALSE
YHR215W,1430576,FALSE
YHR216W,1662095,FALSE
YHR217C,699622,FALSE
YHR218W,1943153,FALSE
YHR219W,1943153,FALSE
YIL001W,1630754,FALSE
YIL002C,2911691,FALSE
YIL003W,902833,FALSE
YIL004C,581335,FALSE
YIL005W,2148386,FALSE
YIL006W,1145474,FALSE
YIL007C,681424,FALSE
YIL008W,314431,FALSE
YIL009W,2156474,FALSE
YIL010W,668281,FALSE
YIL011W,1436642,FALSE
YIL012W,363970,FALSE
YIL013C,4300805,FALSE
YIL014W,1931021,FALSE
YIL015W,1819811,FALSE
YIL016W,496411,FALSE
YIL017C,2875295,FALSE
YIL018W,1195013,FALSE
YIL019W,1069649,FALSE
YIL020C,857338,FALSE
YIL021W,978658,FALSE
YIL022W,1322399,FALSE
YIL023C,1076726,FALSE
YIL024C,587401,FALSE
YIL025C,399355,FALSE
YIL026C,3520313,FALSE
YIL027C,441817,FALSE
YIL028W,415531,FALSE
YIL029C,447883,FALSE
YIL030C,4038956,FALSE
YIL031W,3223079,FALSE
YIL032C,392278,FALSE
YIL033C,1284992,FALSE
YIL034C,885646,FALSE
YIL035C,1263761,FALSE
YIL036W,1832954,FALSE
YIL037C,2108957,FALSE
YIL038C,2586149,FALSE
YIL039W,1448774,FALSE
YIL040W,432718,FALSE
YIL041W,1002922,FALSE
YIL042C,1209167,FALSE
YIL043C,875536,FALSE
YIL044C,917998,FALSE
YIL045W,1651985,FALSE
YIL046W,1961351,FALSE
YIL047C,2749931,FALSE
YIL048W,3508181,FALSE
YIL049W,781513,FALSE
YIL050W,880591,FALSE
YIL051C,453949,FALSE
YIL052C,930130,FALSE
YIL053W,772414,FALSE
YIL054W,389245,FALSE
YIL055C,1945175,FALSE
YIL056W,1960340,FALSE
YIL057C,511576,FALSE
YIL058W,314431,FALSE
YIL059C,394300,FALSE
YIL060W,492367,FALSE
YIL061C,939229,FALSE
YIL062C,481246,FALSE
YIL063C,1036286,FALSE
YIL064W,797689,FALSE
YIL065C,485290,FALSE
YIL066C,2649842,FALSE
YIL067C,2072561,FALSE
YIL068C,2585138,FALSE
YIL069C,844195,FALSE
YIL070C,821953,FALSE
YIL071C,1360817,FALSE
YIL072W,1849130,FALSE
YIL073C,3064352,FALSE
YIL074C,1441697,FALSE
YIL075C,2882372,FALSE
YIL076W,911932,FALSE
YIL077C,984724,FALSE
YIL078W,2240387,FALSE
YIL079C,1106045,FALSE
YIL082W,893734,FALSE
YIL083C,1121210,FALSE
YIL084C,1005955,FALSE
YIL085C,1584248,FALSE
YIL086C,332629,FALSE
YIL087C,509554,FALSE
YIL088C,1500335,FALSE
YIL089W,644017,FALSE
YIL090W,1507412,FALSE
YIL091C,2203991,FALSE
YIL092W,1948208,FALSE
YIL093C,814876,FALSE
YIL094C,1139408,FALSE
YIL095W,2472917,FALSE
YIL096C,1036286,FALSE
YIL097W,1585259,FALSE
YIL098C,486301,FALSE
YIL099W,1688381,FALSE
YIL100W,445861,FALSE
YIL101C,2159507,FALSE
YIL102C,321508,FALSE
YIL103W,1303190,FALSE
YIL104C,1551896,FALSE
YIL105C,2214101,FALSE
YIL106W,1083803,FALSE
YIL107C,2523467,FALSE
YIL108W,2146364,FALSE
YIL109C,2822723,FALSE
YIL110W,1164683,FALSE
YIL111W,573247,FALSE
YIL112W,3449543,FALSE
YIL113W,648061,FALSE
YIL114C,868459,FALSE
YIL115C,4885163,FALSE
YIL116W,1181870,FALSE
YIL117C,1000900,FALSE
YIL118W,714787,FALSE
YIL119C,1583237,FALSE
YIL120W,1734887,FALSE
YIL121W,1658051,FALSE
YIL122W,1078748,FALSE
YIL123W,2421356,FALSE
YIL124W,914965,FALSE
YIL125W,3099737,FALSE
YIL126W,4217903,FALSE
YIL127C,638962,FALSE
YIL128W,3144221,FALSE
YIL129C,7256969,FALSE
YIL130W,3296882,FALSE
YIL131C,1482137,FALSE
YIL132C,660193,FALSE
YIL133C,914965,FALSE
YIL134W,957427,FALSE
YIL135C,1336553,FALSE
YIL136W,1229387,FALSE
YIL137C,2883383,FALSE
YIL138C,502477,FALSE
YIL139C,757249,FALSE
YIL140W,2555819,FALSE
YIL141W,407443,FALSE
YIL142W,1612556,FALSE
YIL143C,2570984,FALSE
YIL144W,2109968,FALSE
YIL145C,963493,FALSE
YIL146C,1618622,FALSE
YIL147C,3729590,FALSE
YIL148W,849250,FALSE
YIL149C,5115671,FALSE
YIL150C,1747019,FALSE
YIL151C,3405059,FALSE
YIL152W,777469,FALSE
YIL153W,1213211,FALSE
YIL154C,1084814,FALSE
YIL155C,1982582,FALSE
YIL156W,3358553,FALSE
YIL157C,611665,FALSE
YIL158W,641995,FALSE
YIL159W,4302827,FALSE
YIL160C,1278926,FALSE
YIL161W,726919,FALSE
YIL162W,1638842,FALSE
YIL163C,396322,FALSE
YIL164C,621775,FALSE
YIL165C,375091,FALSE
YIL166C,1660073,FALSE
YIL169C,4299794,FALSE
YIL172C,1800602,FALSE
YIL173W,4712282,FALSE
YIL176C,378124,TRUE
YIL177C,5738447,FALSE
YIR001C,774436,FALSE
YIR002C,3026945,FALSE
YIR003W,2193881,FALSE
YIR004W,1330487,FALSE
YIR005W,465070,FALSE
YIR006C,5542313,FALSE
YIR007W,2331377,FALSE
YIR008C,1254662,FALSE
YIR009W,405421,FALSE
YIR010W,2144342,FALSE
YIR011C,981691,FALSE
YIR012W,1321388,FALSE
YIR013C,382168,FALSE
YIR014W,748150,FALSE
YIR015W,450916,FALSE
YIR016W,1035275,FALSE
YIR017C,581335,FALSE
YIR018W,757249,FALSE
YIR019C,8320541,FALSE
YIR020C,346783,FALSE
YIR021W,1115144,FALSE
YIR022W,520675,FALSE
YIR023W,3317102,FALSE
YIR024C,669292,FALSE
YIR025W,1181870,FALSE
YIR026C,1121210,FALSE
YIR027C,1409345,FALSE
YIR028W,1946186,FALSE
YIR029W,1057517,FALSE
YIR030C,754216,FALSE
YIR031C,1695458,FALSE
YIR032C,605599,FALSE
YIR033W,3408092,FALSE
YIR034C,1146485,FALSE
YIR035C,786568,FALSE
YIR036C,811843,FALSE
YIR037W,508543,FALSE
YIR038C,723886,FALSE
YIR039C,1696469,FALSE
YIR040C,381157,FALSE
YIR041W,414520,FALSE
YIR042C,750172,FALSE
YJL001W,784546,FALSE
YJL002C,1459895,FALSE
YJL003W,372058,FALSE
YJL004C,629863,FALSE
YJL005W,6184298,FALSE
YJL006C,993823,FALSE
YJL007C,336673,FALSE
YJL008C,1736909,FALSE
YJL009W,341728,FALSE
YJL010C,2037176,FALSE
